"TIME","GEO","UNIT","Value","Flag and Footnotes"
"2005","Chypre","Nombre","4999",""
"2005","Lettonie","Nombre","9920",""
"2005","Lituanie","Nombre","11216",""
"2005","Luxembourg","Nombre","1403",""
"2005","Hongrie","Nombre","28627",""
"2005","Malte","Nombre","1789",""
"2005","Pays-Bas","Nombre","35284",""
"2005","Autriche","Nombre","27111",""
"2005","Pologne","Nombre","100654",""
"2005","Portugal","Nombre","46929",""
"2005","Roumanie","Nombre","46875",""
"2005","Slovénie","Nombre","7881",""
"2005","Slovaquie","Nombre","22487",""
"2005","Finlande","Nombre","8237",""
"2005","Suède","Nombre","17073",""
"2005","England et Wales","Nombre","141230",""
"2005","Scotland","Nombre","16221",""
"2005","Northern Ireland (UK)","Nombre","8579",""
"2005","Islande","Nombre","679",""
"2005","Liechtenstein","Nombre","92",""
"2005","Norvège","Nombre","7483",""
"2005","Suisse","Nombre","16444",""
"2005","Ancienne République yougoslave de Macédoine","Nombre","9815",""
"2005","Turquie","Nombre","330310",""
"2006","Belgique","Nombre","38963",""
"2006","Tchéquie","Nombre","46032",""
"2006","Danemark","Nombre","10819",""
"2006","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Nombre","250284",""
"2006","Estonie","Nombre","3238",""
"2006","Irlande","Nombre","12954",""
"2006","Grèce","Nombre","48521",""
"2006","Espagne","Nombre","209163",""
"2006","France","Nombre","241998",""
"2006","France (métropolitaine)","Nombre","241998",""
"2006","Croatie","Nombre","19790",""
"2006","Italie","Nombre","246775",""
"2006","Chypre","Nombre","5125",""
"2006","Lettonie","Nombre","9568",""
"2006","Lituanie","Nombre","11301",""
"2006","Luxembourg","Nombre","1447",""
"2006","Hongrie","Nombre","28636",""
"2006","Malte","Nombre","1755",""
"2006","Pays-Bas","Nombre","35324",""
"2006","Autriche","Nombre","26623",""
"2006","Pologne","Nombre","99083",""
"2006","Portugal","Nombre","47573",""
"2006","Roumanie","Nombre","50265",""
"2006","Slovénie","Nombre","7857",""
"2006","Slovaquie","Nombre","22653",""
"2006","Finlande","Nombre","8312",""
"2006","Suède","Nombre","17423",""
"2006","England et Wales","Nombre","141381",""
"2006","Scotland","Nombre","16234",""
"2006","Northern Ireland (UK)","Nombre","8354",""
"2006","Islande","Nombre","688",""
"2006","Liechtenstein","Nombre","96",""
"2006","Norvège","Nombre","7508",""
"2006","Suisse","Nombre","16649",""
"2006","Ancienne République yougoslave de Macédoine","Nombre","9776",""
"2006","Turquie","Nombre","325738",""
"2007","Belgique","Nombre","38718",""
"2007","Tchéquie","Nombre","44101",""
"2007","Danemark","Nombre","10841",""
"2007","Allemagne (jusqu'en 1990, ancien territoire de la RFA)","Nombre","250353",""
"2007","Estonie","Nombre","3247",""
"2007","Irlande","Nombre","13755",""
"2007","Grèce","Nombre","51152",""
"2007","Espagne","Nombre","214920",""
"2007","France","Nombre","238478",""
"2007","France (métropolitaine)","Nombre","238478",""
"2007","Croatie","Nombre","20424",""
"2007","Italie","Nombre","247510",""
"2007","Chypre","Nombre","5139",""
"2007","Lettonie","Nombre","8222",""
"2007","Lituanie","Nombre","11173",""
"2007","Luxembourg","Nombre","1519",""
"2007","Hongrie","Nombre","26334",""
"2007","Malte","Nombre","1933",""
"2007","Pays-Bas","Nombre","35363",""
"2007","Autriche","Nombre","26623",""
"2007","Pologne","Nombre","98337",""
"2007","Portugal","Nombre","47276",""
"2007","Roumanie","Nombre","50453",""
"2007","Slovénie","Nombre","7971",""
"2007","Slovaquie","Nombre","22512",""
"2007","Finlande","Nombre","8156",""
"2007","Suède","Nombre","17866",""
"2007","England et Wales","Nombre","140514",""
"2007","Scotland","Nombre","16221",""
"2007","Northern Ireland (UK)","Nombre","7431",""
"2007","Islande","Nombre","683",""
"2007","Liechtenstein","Nombre","93",""
"2007","Norvège","Nombre","7464",""
"2007","Suisse","Nombre","16199",""
"2007","Ancienne République yougoslave de Macédoine","Nombre","9599",""
"2007","Turquie","Nombre","329533",""
